#Subpopulation order/codes: AND=0	AUR=1	CAN=2	GAL=3	HOR=4	KAR=5	MAC=6	MEL=7	MOS=8	MOS-S=9	NIL=10	NIL-E=11	ZIL=12
#chm	spos	epos	sgpos	egpos	n snps	Col340.0	Col340.1	Col341.0	Col341.1	Col342.0	Col342.1	Col343.0	Col343.1	Col345.0	Col345.1	Col346.0	Col346.1	Col348.0	Col348.1	Col349.0	Col349.1	Col350.0	Col350.1	Col351.0	Col351.1	Col352.0	Col352.1	Col353.0	Col353.1	Col354.0	Col354.1	Col355.0	Col355.1	Col356.0	Col356.1	Col357.0	Col357.1	Col358.0	Col358.1	Mor162.0	Mor162.1	Mor163.0	Mor163.1	Mor164.0	Mor164.1	Mor165.0	Mor165.1	Mor167.0	Mor167.1	Mor169.0	Mor169.1	Mor170.0	Mor170.1	Mor171.0	Mor171.1	Mor172.0	Mor172.1	Mor283.0	Mor283.1	Mor284.0	Mor284.1	Mor285.0	Mor285.1	Mor286.0	Mor286.1	Mor287.0	Mor287.1	Mor288.0	Mor288.1	Mor289.0	Mor289.1	Mor290.0	Mor290.1	Mor292.0	Mor292.1	Ver301.0	Ver301.1	Ver302.0	Ver302.1	Ver303.0	Ver303.1	Ver305.0	Ver305.1	Ver306.0	Ver306.1	Ver310.0	Ver310.1	Ver312.0	Ver312.1	Ver313.0	Ver313.1	Ver315.0	Ver315.1	Ver316.0	Ver316.1	Ver317.0	Ver317.1	Ver318.0	Ver318.1	Ver319.0	Ver319.1	Ver320.0	Ver320.1	Ver321.0	Ver321.1	Ver322.0	Ver322.1	Ver323.0	Ver323.1	Ver324.0	Ver324.1	025Dam.0	025Dam.1	025Sire.0	025Sire.1	027Dam.0	027Dam.1	027Sire.0	027Sire.1	031Dam.0	031Dam.1	031Sire.0	031Sire.1	033Dam.0	033Dam.1	037Dam.0	037Dam.1	037Sire.0	037Sire.1	040Dam.0	040Dam.1	040Sire.0	040Sire.1	044Dam.0	044Dam.1	044Sire.0	044Sire.1	048Sire.0	048Sire.1	050Dam.0	050Dam.1	050Sire.0	050Sire.1	051Dam.0	051Dam.1	051Sire.0	051Sire.1	052Dam.0	052Dam.1	052Sire.0	052Sire.1	053Dam.0	053Dam.1	053Sire.0	053Sire.1	055Sire.0	055Sire.1	056Dam.0	056Dam.1	056Sire.0	056Sire.1	058Dam.0	058Dam.1	058Sire.0	058Sire.1	059Dam.0	059Dam.1	080Sire.0	080Sire.1	087Dam.0	087Dam.1	087Sire.0	087Sire.1	092Sire.0	092Sire.1	097Dam.0	097Dam.1	097Sire.0	097Sire.1	099Dam.0	099Dam.1	099Sire.0	099Sire.1	09Dam.0	09Dam.1	09Sire.0	09Sire.1	101Dam.0	101Dam.1	101Sire.0	101Sire.1	105Dam.0	105Dam.1	105Sire.0	105Sire.1	12Dam.0	12Dam.1	12Sire.0	12Sire.1	13Dam.0	13Dam.1	13Sire.0	13Sire.1	15Dam.0	15Dam.1	15Sire.0	15Sire.1	23Dam.0	23Dam.1	23Sire.0	23Sire.1	Myy001.0	Myy001.1	Myy006.0	Myy006.1	Myy007.0	Myy007.1	Myy009.0	Myy009.1	Myy010.0	Myy010.1	Myy011.0	Myy011.1	Myy012.0	Myy012.1	Myy013.0	Myy013.1	Myy014.0	Myy014.1	Myy015.0	Myy015.1	Myy016.0	Myy016.1	Myy017.0	Myy017.1	Myy018.0	Myy018.1	Myy019.0	Myy019.1	Myy020.0	Myy020.1	Myy022.0	Myy022.1	Myy023.0	Myy023.1	Myy024.0	Myy024.1
NC_031975.2	15150787	15436382	43.32	44.15	10	11	3	3	4	11	10	3	4	0	10	11	10	4	4	0	0	0	10	4	10	3	10	11	4	10	11	4	10	5	11	11	11	11	4	11	10	4	2	10	11	10	3	10	11	0	3	11	10	10	3	11	10	11	4	11	10	10	11	7	11	11	10	10	11	11	3	10	11	11	0	9	10	10	4	11	7	11	11	10	11	3	11	4	11	4	11	11	10	11	4	10	2	4	12	4	10	4	5	11	4	4	10	11	10	11	4	11	10	11	0	11	10	0	10	11	10	4	11	10	11	4	11	4	0	11	4	10	11	11	3	11	4	5	11	11	4	5	4	5	11	4	10	4	11	10	11	11	10	11	11	10	10	4	4	10	11	10	11	9	10	10	10	10	11	4	10	10	10	0	3	4	11	10	0	9	11	11	10	10	4	0	4	3	11	2	3	3	4	10	11	4	0	10	4	10	10	11	7	11	4	10	11	3	11	11	10	3	10	11	3	11	11	2	4	4	11	0	3	10	0	11	10	10	4	0	3	0	11	10	11	11	4	11	10	10	11	4	11	11	10	11	4
NC_031975.2	15436382	17344278	44.15	49.69	20	11	3	3	4	11	10	3	4	4	10	11	10	4	4	4	0	0	10	4	10	3	10	11	4	10	11	4	10	5	11	11	11	11	4	11	10	4	2	10	11	10	3	10	11	0	3	11	10	10	3	11	10	11	4	11	10	10	3	4	11	11	10	10	11	11	3	10	11	11	4	9	10	10	4	11	7	11	11	10	3	3	11	4	11	4	11	11	10	11	4	10	2	4	4	4	10	4	5	11	4	4	10	11	10	11	4	11	10	11	12	11	10	0	10	11	10	4	11	10	11	4	11	4	0	11	4	4	11	11	3	11	4	5	11	11	4	5	4	5	11	4	10	4	5	10	11	11	10	11	11	10	10	4	4	10	11	10	11	9	10	10	10	10	11	4	10	10	10	4	3	4	11	10	4	9	11	11	10	9	4	0	4	3	11	2	3	3	4	10	11	4	4	10	4	10	10	11	9	11	4	10	11	3	11	11	10	3	10	11	3	11	11	3	4	4	11	4	3	10	0	11	10	10	4	0	3	4	11	10	11	11	4	11	10	10	11	4	11	11	10	11	4
NC_031975.2	17344278	17436314	49.69	49.96	15	3	4	3	4	11	0	4	4	4	5	4	5	4	4	4	0	3	0	5	10	3	0	11	4	5	11	4	5	5	11	4	11	11	4	4	10	4	4	5	11	4	10	4	5	0	3	11	4	3	11	4	10	11	4	11	10	5	3	4	5	3	4	5	11	11	3	4	11	1	4	9	4	0	4	12	5	5	11	4	3	3	11	4	11	4	11	11	10	11	4	4	10	4	4	4	5	4	5	10	3	4	10	11	5	11	4	11	10	4	12	4	10	0	4	11	5	10	11	10	11	3	11	4	0	11	4	4	11	11	3	4	4	5	0	3	4	5	4	5	3	4	11	4	5	4	5	11	4	11	5	10	0	4	4	4	11	10	4	9	10	4	10	1	4	4	10	4	10	4	3	4	11	10	4	9	11	11	10	9	4	0	4	3	5	2	3	4	4	10	11	4	4	10	4	4	3	4	9	4	4	10	4	0	11	11	10	3	10	5	3	5	11	3	4	4	1	4	3	4	5	11	0	0	4	0	3	4	11	3	11	4	11	4	10	10	11	4	11	11	4	11	4
NC_031975.2	17436314	18821938	49.96	53.98	10	3	4	3	4	11	0	4	4	4	5	4	5	4	4	4	0	3	0	5	10	3	0	11	4	5	11	4	5	5	11	4	11	11	4	4	10	4	4	5	11	4	10	4	5	0	3	11	4	3	11	4	10	11	4	11	10	5	3	4	5	3	4	5	11	11	3	4	11	1	4	9	4	0	4	12	5	5	11	4	3	11	11	4	11	4	11	11	10	11	4	4	10	4	4	4	5	4	5	10	3	4	10	11	5	11	4	11	10	4	12	4	10	0	4	11	5	10	11	10	11	3	11	4	0	11	4	4	11	11	3	4	4	5	0	3	4	5	4	5	3	4	11	4	5	4	5	11	4	11	5	10	0	4	4	4	11	10	4	9	10	4	10	1	4	4	10	4	10	4	3	4	11	10	4	9	11	11	10	9	4	0	4	3	5	2	3	4	4	10	11	4	4	10	4	4	3	4	9	4	4	10	4	0	11	11	10	0	10	5	3	5	11	3	4	4	1	4	3	4	5	11	0	0	4	0	3	4	11	3	11	4	11	4	10	10	11	4	11	11	4	11	4
NC_031975.2	18821938	20325301	53.98	58.35	40	3	4	3	4	11	0	4	0	4	5	4	5	4	4	4	0	3	0	5	10	3	0	11	4	5	11	4	5	5	11	4	11	11	4	4	10	4	4	5	11	4	10	4	5	0	3	11	4	3	11	4	10	11	11	11	10	5	3	4	5	3	4	5	11	11	3	4	11	1	4	1	4	0	4	12	5	5	11	4	3	11	11	11	11	4	11	11	10	11	4	4	10	11	4	4	5	4	5	10	3	4	10	11	5	11	4	11	10	4	12	4	10	0	4	11	5	10	11	10	11	3	11	4	0	11	4	4	11	11	3	4	11	5	0	3	4	5	4	5	3	2	11	4	5	4	5	11	4	11	5	10	0	4	4	4	11	10	4	11	10	4	10	1	4	4	10	4	10	4	12	4	11	10	4	4	11	11	10	6	4	0	4	3	5	2	3	4	11	10	11	4	4	10	4	4	3	4	11	4	11	10	4	0	11	11	10	0	10	5	3	5	11	3	4	4	1	4	3	4	5	11	0	0	4	0	3	4	11	3	11	4	11	4	10	10	11	4	11	11	4	11	4
NC_031975.2	20325301	21504478	58.35	61.77	5	3	4	3	4	12	12	4	5	4	12	4	5	4	4	12	12	3	12	12	12	12	12	12	4	5	12	4	12	10	11	4	12	12	4	4	10	4	4	12	11	4	10	4	5	12	3	12	4	3	11	4	12	11	12	11	12	5	3	4	12	12	4	12	12	11	3	4	12	1	4	1	4	0	4	12	11	5	11	4	3	12	12	11	12	4	11	11	12	11	4	4	12	11	4	4	12	4	5	10	12	4	12	12	5	11	4	11	12	4	12	4	12	12	4	12	5	10	11	12	12	3	11	4	0	11	4	4	12	11	12	4	11	11	12	3	4	5	4	5	3	2	11	4	5	4	5	11	4	11	12	12	5	4	4	4	12	10	12	11	10	4	10	1	4	4	12	4	12	4	12	4	11	12	4	4	12	11	2	12	4	12	4	12	5	2	3	4	11	12	12	4	4	10	4	4	12	4	11	4	11	11	4	1	11	11	10	1	12	5	3	5	11	3	4	12	1	4	12	4	12	11	12	12	4	12	3	4	12	3	11	4	11	4	12	10	12	4	11	11	4	12	4
NC_031975.2	21504478	24809456	61.77	71.37	35	3	4	3	12	12	12	4	5	4	12	12	5	12	4	12	12	12	12	12	12	12	12	12	4	5	12	4	12	10	11	4	12	12	12	4	10	4	12	12	11	12	10	4	12	12	3	12	4	3	11	4	12	11	12	11	12	5	11	4	12	12	4	12	12	11	3	11	12	1	12	12	4	5	4	12	11	5	11	4	11	12	12	11	12	12	11	11	12	11	4	12	12	11	12	11	12	12	11	10	12	12	12	12	5	11	12	11	12	12	12	4	12	12	2	12	11	10	11	12	12	1	11	12	1	11	4	4	12	11	12	4	11	11	12	10	4	11	4	11	12	12	11	4	5	4	11	11	12	11	12	12	5	4	4	4	12	1	12	1	10	2	1	1	11	4	12	4	12	4	12	12	2	12	4	10	12	11	2	12	4	12	4	12	5	2	3	2	11	12	12	4	4	1	4	11	12	12	11	2	11	11	4	1	5	11	3	1	12	5	3	5	11	1	4	12	1	11	12	4	12	11	12	12	4	12	3	4	12	11	11	12	11	11	12	4	12	12	11	11	4	12	4
NC_031975.2	24809456	26024484	71.37	74.89	15	1	4	5	12	12	1	4	5	4	1	1	5	1	4	12	11	5	5	11	5	12	4	12	4	5	4	4	11	10	11	1	5	4	12	4	10	4	1	11	11	10	10	4	11	10	5	4	4	4	11	4	11	11	10	11	1	5	11	4	10	10	4	10	11	4	1	11	12	1	5	4	4	5	4	1	4	1	11	4	11	5	8	11	12	12	11	11	11	11	4	1	12	4	11	11	4	11	11	10	1	11	6	12	5	11	12	4	6	10	12	4	7	5	2	4	11	10	4	7	12	1	11	10	1	11	1	4	12	11	10	4	11	11	5	10	4	11	4	11	1	12	11	4	11	4	4	4	10	11	12	12	5	1	4	4	4	1	12	1	10	2	1	1	11	10	11	4	12	4	4	12	2	4	4	10	1	11	2	5	4	10	4	12	5	4	11	2	11	4	12	10	5	1	4	11	4	5	1	2	11	11	4	4	5	11	1	1	4	5	1	5	11	1	4	12	5	11	10	4	1	11	4	1	5	7	4	11	4	11	11	12	11	11	4	4	10	1	11	11	4	5	4
NC_031975.2	26024484	26572544	74.89	76.49	10	1	4	5	6	12	1	4	5	4	1	1	5	1	4	12	11	5	5	11	5	12	4	6	4	5	4	4	11	10	11	1	5	4	6	4	10	4	1	11	11	10	10	4	11	10	5	4	4	4	11	4	11	11	10	11	1	5	11	4	10	10	4	10	11	4	1	11	12	1	5	4	4	5	4	1	4	1	11	4	11	5	8	11	12	12	11	11	11	11	4	1	12	4	11	11	4	11	11	10	1	11	6	4	5	11	12	4	6	10	12	4	7	5	2	4	11	10	4	7	12	1	11	10	1	11	1	4	12	11	10	4	11	11	5	10	4	11	4	11	1	12	11	4	11	4	4	4	10	11	12	12	5	1	4	4	4	1	12	1	10	2	1	1	11	10	11	4	12	4	4	12	2	4	4	10	1	11	2	5	4	10	4	12	5	4	11	2	11	4	1	10	5	1	4	11	4	5	1	2	11	11	4	4	5	11	1	1	4	5	1	5	11	1	4	4	5	11	10	4	1	11	4	1	5	7	4	11	4	11	11	12	11	11	4	4	10	1	11	11	4	5	4
NC_031975.2	26572544	26830812	76.49	77.24	10	1	4	5	6	12	1	4	5	4	1	1	5	1	4	12	11	5	5	11	5	12	4	6	4	5	4	4	11	10	11	1	5	4	6	4	10	4	1	11	11	10	10	4	11	10	5	4	4	4	11	4	11	11	10	11	1	5	11	4	10	10	4	10	11	4	1	11	12	1	5	4	4	5	4	1	4	1	11	4	11	5	8	11	12	12	11	11	11	11	4	1	12	4	11	11	4	11	11	10	1	11	6	4	5	11	1	4	6	10	12	4	7	5	2	4	11	10	4	7	12	1	11	10	1	11	1	4	12	11	10	4	11	11	5	10	4	11	4	11	1	12	11	4	11	4	4	4	10	11	12	12	5	1	4	4	4	1	12	1	10	2	1	1	11	10	11	4	12	4	4	12	2	4	4	10	1	11	2	5	4	10	4	12	5	4	11	2	11	4	1	10	5	1	4	11	4	5	1	2	11	11	4	4	5	11	1	1	4	5	1	5	11	1	4	4	5	11	10	4	1	11	4	1	5	7	4	11	4	11	11	12	11	11	4	4	10	1	11	11	4	5	4
NC_031975.2	26830812	28678425	77.24	82.60	45	1	4	6	6	6	1	6	5	4	1	1	5	1	6	6	11	5	6	11	5	6	4	6	4	6	4	4	11	10	6	1	5	4	6	4	10	4	1	11	11	1	10	4	11	6	5	4	4	4	11	4	11	11	10	11	1	1	1	4	10	6	4	10	11	4	1	1	6	1	6	4	6	6	4	1	4	1	11	4	11	5	8	11	6	5	11	11	11	11	6	1	5	4	11	6	4	11	11	6	1	11	6	4	6	11	1	4	6	10	6	4	6	5	6	4	6	6	4	7	6	1	5	6	1	11	1	4	6	6	10	4	11	1	5	6	4	11	4	11	1	5	6	4	6	4	4	4	6	6	6	6	6	1	4	4	4	6	4	1	6	2	1	1	11	6	11	4	6	5	4	6	1	4	6	10	1	1	2	5	4	10	6	6	5	4	11	6	6	6	1	6	5	1	4	11	4	5	1	6	1	11	6	4	5	11	1	1	4	1	1	5	11	1	4	4	5	11	10	4	1	11	4	1	5	7	4	11	4	6	11	6	11	6	4	4	10	1	11	6	4	5	4
NC_031975.2	28678425	29330318	82.60	84.49	15	1	4	6	6	6	1	6	5	4	5	1	5	1	6	6	11	5	6	2	5	6	4	6	5	6	4	5	11	10	6	5	9	4	6	5	10	4	1	11	11	1	5	4	11	6	5	4	4	4	11	4	11	11	10	5	10	1	1	4	10	6	5	10	11	4	1	1	6	1	6	4	6	6	5	1	4	1	5	4	11	9	8	11	5	5	11	11	11	11	6	1	5	4	11	6	4	11	11	6	1	11	6	4	6	11	1	4	6	10	6	5	6	5	6	5	6	2	4	5	6	1	5	6	5	11	1	5	6	6	5	4	11	1	5	5	4	11	4	11	5	5	6	5	6	11	5	4	6	5	6	6	6	1	5	4	4	6	4	1	6	2	1	1	11	6	11	4	6	5	4	6	1	4	6	10	1	1	2	5	4	10	6	6	5	4	11	6	6	5	1	6	5	1	4	5	4	5	1	6	1	11	6	4	5	5	1	5	4	1	5	2	11	1	5	4	5	11	10	4	5	11	4	10	5	5	4	11	5	6	11	6	11	6	4	2	10	1	5	6	4	5	4
NC_031975.2	29330318	32007477	84.49	92.27	35	11	4	6	11	6	1	4	5	1	5	1	5	10	6	6	11	5	6	2	5	6	4	6	5	6	2	5	11	10	10	5	9	11	1	5	10	4	1	11	11	1	5	4	11	6	5	4	2	4	11	11	11	11	10	5	10	10	1	11	10	6	5	10	11	4	10	5	6	2	6	4	6	6	5	1	10	1	5	4	11	9	8	11	5	5	11	11	11	11	6	1	5	4	11	6	4	11	11	6	1	11	2	4	6	11	1	4	11	10	6	5	6	5	6	5	6	2	4	5	6	1	5	6	5	11	1	5	9	6	5	4	11	1	5	5	4	11	4	11	5	5	6	5	1	11	5	4	6	5	6	10	6	1	5	4	4	6	4	10	6	2	2	2	11	8	11	4	6	5	4	6	1	10	1	10	1	5	2	5	4	10	6	6	5	4	11	6	1	5	1	6	5	10	4	5	4	1	1	6	1	11	6	4	5	5	1	5	1	1	5	2	11	1	5	4	5	11	10	10	5	11	4	10	5	5	1	11	5	6	11	6	11	1	4	2	10	1	5	11	10	5	1
NC_031975.2	32007477	34670725	92.27	100.00	61	11	4	5	11	12	1	12	5	1	11	1	5	10	12	11	11	10	12	2	5	10	10	5	5	1	2	5	11	10	10	1	9	11	1	5	10	12	1	11	11	1	5	1	11	6	5	4	2	5	11	11	11	11	10	12	10	10	1	11	10	11	5	10	10	1	10	5	11	2	12	11	6	2	9	1	10	12	5	12	11	9	8	11	10	5	12	11	11	5	11	2	5	3	11	1	12	11	11	12	1	11	2	2	5	11	1	12	11	10	12	5	6	5	11	5	10	12	11	10	12	1	5	6	10	11	1	12	9	6	5	12	11	12	5	5	4	11	5	11	5	5	11	5	1	11	5	2	10	12	5	10	5	1	5	5	12	10	12	10	1	12	2	2	11	8	11	4	10	5	10	1	12	10	1	10	1	5	10	5	12	10	1	2	12	12	11	11	1	5	2	1	5	10	3	2	12	1	1	12	1	11	10	12	5	3	1	5	1	1	5	12	11	1	1	4	5	11	10	10	5	11	4	10	5	5	1	12	5	12	11	10	12	1	10	2	10	12	11	11	10	5	1
NC_031976.2	242173	642547	0.00	1.03	12	11	3	11	11	1	11	11	1	3	0	11	11	3	3	3	11	11	11	3	11	11	3	3	3	11	11	11	11	11	11	11	11	3	3	11	3	3	10	3	11	6	11	3	3	3	11	11	3	3	11	1	3	0	1	3	11	3	3	3	1	3	11	11	3	0	11	3	3	0	11	0	1	11	11	11	3	3	10	3	10	11	3	3	11	11	3	3	11	3	11	3	1	3	1	3	11	0	3	3	11	10	3	1	10	1	11	3	11	3	3	3	3	3	11	3	11	10	3	1	3	3	10	3	11	3	3	10	3	11	3	11	3	3	11	3	10	3	10	3	3	11	3	0	3	3	3	11	3	3	3	3	3	1	3	11	3	11	3	3	3	1	3	11	3	2	3	11	3	3	6	11	6	0	3	11	3	3	11	3	2	0	1	3	0	3	3	5	11	3	10	0	3	3	11	2	3	3	10	11	1	3	1	3	0	1	3	10	3	11	3	11	1	11	1	3	9	3	6	3	3	3	11	3	1	3	3	11	1	3	11	3	3	3	11	1	11	3	11	10	3	3	11
NC_031976.2	642547	1744420	1.03	3.85	10	11	3	11	11	1	11	11	1	3	0	11	11	3	3	3	11	11	11	3	11	11	3	3	3	11	11	11	11	11	11	11	11	3	3	11	3	3	10	3	11	6	11	3	3	3	11	11	3	3	11	1	3	0	1	3	11	3	3	3	1	3	11	11	3	0	11	3	3	0	11	0	1	11	11	11	3	3	10	3	10	11	3	3	11	11	3	3	11	3	11	3	1	3	1	3	11	0	3	3	11	10	3	1	10	1	11	3	11	3	3	3	3	3	11	3	11	10	3	1	3	3	10	3	11	3	3	10	3	11	3	11	3	3	11	3	10	3	10	3	3	11	3	0	3	3	3	11	3	3	3	3	3	1	3	11	3	11	3	3	3	1	3	11	3	2	3	11	3	3	6	11	1	0	3	11	3	3	11	3	2	0	1	3	0	3	3	1	11	3	10	0	3	3	11	2	3	3	10	11	1	3	1	3	0	1	3	10	3	11	3	11	1	11	1	3	9	3	6	3	3	3	11	3	1	3	3	11	1	3	11	3	3	3	11	1	11	3	11	10	3	3	11
NC_031976.2	1744420	1999841	3.85	4.51	10	11	3	11	11	1	11	11	1	3	0	11	11	3	3	3	11	11	11	1	11	11	3	3	3	11	11	11	11	11	11	11	11	3	1	11	3	3	10	3	11	1	11	3	3	3	11	11	3	3	11	1	3	0	1	1	11	3	3	3	1	3	11	11	3	0	11	3	3	0	11	0	1	11	11	11	3	3	1	3	10	11	1	3	11	11	3	3	11	3	11	0	1	3	1	3	11	0	3	3	11	10	3	1	10	1	11	3	11	3	3	3	3	3	11	3	11	1	3	1	3	3	1	1	11	3	3	10	3	11	3	11	3	3	11	3	10	1	10	1	3	11	3	0	3	3	3	11	3	3	3	3	3	1	3	11	1	11	3	1	3	1	3	11	3	2	3	11	3	3	0	11	1	0	1	11	3	3	11	3	2	0	1	3	0	3	3	1	11	3	10	0	3	1	11	2	3	3	10	11	1	3	1	3	0	1	3	0	3	11	3	11	1	11	1	3	0	1	0	3	3	3	11	1	1	3	3	11	1	3	11	3	3	1	11	1	11	3	11	10	1	3	11
NC_031976.2	1999841	2284734	4.51	5.24	20	11	3	11	11	1	11	11	1	3	0	11	11	3	3	3	11	11	11	1	11	11	3	3	3	11	11	11	11	11	11	11	11	3	1	11	3	3	10	3	11	1	11	3	3	3	11	11	1	3	11	1	3	0	1	1	11	3	3	3	1	3	11	11	3	0	11	3	3	0	11	0	1	11	11	11	3	3	1	3	10	11	1	3	11	11	3	3	11	3	11	0	1	3	1	3	11	0	3	3	11	10	3	1	10	1	11	3	11	3	3	3	3	3	11	3	11	1	3	1	3	3	1	1	11	3	3	10	3	11	3	11	3	3	11	3	10	1	10	1	3	11	3	0	3	3	3	11	3	3	3	3	3	1	3	11	1	11	3	1	3	1	3	11	3	2	3	11	3	3	0	11	1	0	1	11	3	3	11	3	2	0	1	3	0	3	3	1	11	3	10	0	3	1	11	2	3	3	10	11	1	3	1	3	0	1	3	0	3	11	3	11	1	11	1	3	0	1	0	3	3	3	11	1	1	3	3	11	1	3	11	3	3	1	11	1	11	3	11	10	1	3	11
NC_031976.2	2284734	3801201	5.24	9.12	25	11	11	11	11	1	11	11	1	11	11	11	11	11	11	11	11	11	11	1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	1	11	11	11	11	11	11	1	11	11	11	11	11	11	1	11	11	1	11	11	1	1	11	11	5	2	1	11	11	11	11	0	11	11	11	11	11	11	1	11	11	11	11	11	1	11	11	11	1	11	11	11	11	11	11	11	11	0	1	5	1	11	11	11	11	11	11	11	11	1	10	1	11	10	11	11	2	11	11	11	11	11	11	1	11	1	11	11	1	1	11	11	11	11	11	11	11	11	11	11	11	2	11	1	10	1	2	11	11	2	2	11	11	11	11	11	11	2	2	1	11	11	1	11	11	1	11	1	2	11	11	2	11	11	11	11	0	11	1	0	1	11	11	11	11	11	2	11	1	11	0	2	11	1	11	2	10	0	11	1	11	2	11	11	10	11	1	2	1	11	0	1	2	0	11	11	2	11	1	11	1	11	2	1	0	11	2	11	11	1	1	11	11	11	1	11	11	2	11	1	11	1	11	11	11	11	1	11	11
NC_031976.2	3801201	4727323	9.12	11.50	15	11	11	11	11	11	11	3	11	11	11	11	11	11	11	11	11	11	11	1	11	11	11	11	11	11	11	11	11	11	11	11	11	11	3	11	11	11	11	11	11	11	11	11	11	11	11	3	11	11	11	11	11	11	1	1	11	11	5	3	11	11	11	11	11	3	11	11	11	11	11	11	3	11	11	11	11	11	2	11	11	11	3	11	2	11	11	11	11	11	2	3	1	5	1	11	11	11	11	11	11	11	11	1	10	11	11	10	11	11	2	11	11	11	11	11	11	10	11	2	11	11	3	1	11	11	11	11	11	11	11	11	11	11	11	2	11	3	10	3	2	3	11	2	2	11	11	11	11	11	11	2	2	11	11	11	3	11	11	3	11	3	2	11	11	2	11	11	11	11	3	11	11	3	5	11	11	11	11	11	2	11	11	11	2	2	11	2	11	2	10	10	11	3	11	2	11	11	3	3	5	2	2	10	5	3	2	10	11	11	2	11	11	11	3	11	2	3	10	11	2	3	11	5	3	11	11	11	1	11	11	2	11	3	11	11	11	11	11	11	3	11	11
NC_031976.2	4727323	5542371	11.50	13.59	30	11	11	11	11	11	11	3	11	11	11	11	11	11	11	11	11	11	11	5	11	11	11	11	11	11	11	11	11	11	11	11	11	11	3	11	11	11	11	11	11	11	11	5	11	11	11	3	11	11	11	11	11	11	1	1	11	11	5	3	11	11	11	11	11	3	11	11	11	11	11	11	3	11	11	11	11	11	2	11	11	11	3	11	2	11	11	11	11	11	2	3	5	5	1	11	11	11	11	11	11	11	11	7	10	11	11	10	11	11	2	11	11	11	11	11	11	10	11	2	11	11	3	7	11	11	11	11	11	11	11	11	11	11	11	2	11	3	10	3	2	3	11	2	2	11	11	11	11	11	11	2	2	11	11	11	3	11	11	3	11	3	2	11	11	2	11	11	11	11	3	11	11	3	5	11	11	11	11	11	2	11	11	11	2	2	11	2	11	2	10	10	11	3	11	2	11	11	3	3	5	2	2	10	5	3	2	10	11	11	2	11	11	11	3	11	2	3	10	11	2	3	11	5	3	11	11	11	1	11	11	2	11	3	11	11	11	11	11	11	3	11	11
NC_031976.2	5542371	6090849	13.59	15.00	5	11	11	11	11	11	11	3	11	11	11	11	11	11	11	11	11	11	11	5	11	11	11	11	11	11	11	11	11	11	11	11	11	11	3	11	11	11	11	11	11	11	11	5	11	11	11	3	11	11	11	11	11	11	1	1	11	11	5	3	11	11	11	11	11	3	11	11	11	11	11	11	3	11	11	11	11	11	2	11	11	11	3	11	2	11	11	11	11	11	2	3	5	5	1	11	11	11	11	11	11	11	11	7	10	11	11	10	11	11	2	11	11	11	11	11	11	10	11	2	11	11	3	7	11	11	11	11	11	11	11	11	11	11	11	2	11	3	10	3	2	3	11	2	2	11	7	11	11	11	11	2	2	11	11	11	3	11	11	3	11	3	2	11	11	2	11	11	11	11	3	11	11	3	5	11	11	11	11	11	2	11	11	11	2	2	11	2	11	2	10	10	11	3	11	2	11	11	3	3	5	2	2	10	5	3	2	10	11	11	2	11	11	11	3	11	2	3	10	11	2	3	11	5	3	11	11	11	1	11	11	2	11	3	11	11	11	11	11	11	3	11	11
NC_031976.2	6090849	6807386	15.00	16.83	15	11	11	11	11	11	11	10	11	11	11	11	11	11	11	11	11	11	11	10	11	11	11	11	11	11	11	11	11	11	11	11	11	11	4	11	11	11	11	11	11	11	11	5	11	11	11	7	11	11	10	11	11	11	1	3	11	11	7	3	11	11	11	11	11	7	11	11	11	11	11	11	3	11	11	11	11	11	11	11	11	11	11	11	7	11	11	11	11	11	7	3	5	5	1	11	11	11	11	11	11	11	11	7	11	11	1	10	11	11	2	11	11	11	11	11	11	10	11	10	11	11	10	7	11	11	11	11	11	11	11	11	11	11	11	11	11	10	10	11	7	3	11	10	11	11	7	11	11	11	11	11	10	11	11	11	10	10	11	11	11	7	10	11	11	11	10	11	11	11	3	11	11	7	5	11	11	11	11	11	2	11	11	11	3	11	11	7	11	7	10	10	11	7	11	7	11	11	11	10	7	11	10	10	3	7	11	10	11	11	11	11	11	10	7	11	11	10	10	11	7	7	11	5	11	11	11	11	3	11	11	11	11	7	11	11	11	11	11	11	10	11	11
